rosbagTimestamp,x,y,z,x,y,z,w
1498556243989474259,-0.0652983398437,-0.382302246094,0.100793847656,0.0949674165567,-0.0205805973422,0.114646219144,0.988642439531
1498556244009573608,-0.06429375,-0.382190625,0.1017984375,0.0836590591222,-0.0189741087099,0.114567951242,0.989704667855
1498556244029188373,-0.0631775390625,-0.382971972656,0.102468164062,0.0773732704448,-0.0177770906202,0.114312623369,0.990267628577
1498556244049169634,-0.0615032226562,-0.384423046875,0.102356542969,0.074299240728,-0.0177192014225,0.114611161561,0.990469552472
1498556244069212498,-0.0596056640625,-0.386320605469,0.101910058594,0.0733393350312,-0.0178712666469,0.114024299036,0.990606086694
1498556244089296180,-0.0586010742188,-0.388329785156,0.101575195313,0.0726606041366,-0.0195398533725,0.110680275415,0.991003787768
1498556244109249723,-0.0581545898437,-0.390450585937,0.1017984375,0.0702134589639,-0.0217949488502,0.104265731161,0.991828466868
1498556244129147758,-0.0577081054687,-0.392124902344,0.101686816406,0.0680568439693,-0.0229513875918,0.0989280775959,0.992499236906
1498556244149087337,-0.05625703125,-0.393687597656,0.101910058594,0.0648424145621,-0.0232473352703,0.0931223199322,0.993268974753
1498556244169159355,-0.0533548828125,-0.395250292969,0.103472753906,0.0595921174766,-0.0212032116109,0.0901906541567,0.993913904347
1498556244189458884,-0.0503411132812,-0.397817578125,0.104923828125,0.0558758172746,-0.020843985347,0.0887389981332,0.994267977725
1498556244209607308,-0.0476622070313,-0.400608105469,0.106151660156,0.0543914797841,-0.0218055093124,0.0876011123846,0.99443055655
1498556244229238439,-0.045987890625,-0.402394042969,0.106821386719,0.0527111400768,-0.0225591994096,0.0870189144183,0.994555341229
1498556244249171813,-0.0447600585937,-0.403733496094,0.10626328125,0.0519928939895,-0.0236594856011,0.0855211666043,0.994697490586
1498556244269257261,-0.0431973632812,-0.405072949219,0.1053703125,0.0507987821109,-0.0234152564805,0.0847131854001,0.994834099596
1498556244289339338,-0.0411881835937,-0.407416992187,0.105035449219,0.0478786057509,-0.0228863260759,0.0848030160408,0.994983569543
1498556244309525623,-0.0394022460937,-0.410765625,0.1053703125,0.0449388769638,-0.0226179328779,0.0833777373209,0.995247245346
1498556244329426096,-0.0382860351562,-0.413779394531,0.106933007812,0.0409395343659,-0.021520263746,0.0805612738967,0.99567600851
1498556244349120051,-0.0367233398437,-0.416346679687,0.109165429687,0.0351507220148,-0.0202335122504,0.0754137160645,0.996327156688
1498556244368890837,-0.0347141601562,-0.417351269531,0.112067578125,0.0277285955377,-0.0170576099961,0.0711593274174,0.996933554984
1498556244389336619,-0.033486328125,-0.41880234375,0.114076757812,0.0221645219963,-0.0152173443024,0.0677705513968,0.997338617903
1498556244409642540,-0.0329282226562,-0.421146386719,0.112960546875,0.0238146465699,-0.0147910189235,0.064728397823,0.997509059048
1498556244429331469,-0.0320352539062,-0.423378808594,0.110951367187,0.0268339651205,-0.0142407154681,0.0636163882389,0.997511952553
1498556244449119213,-0.0313655273437,-0.426057714844,0.107937597656,0.0315966669288,-0.0139780185321,0.0623451599449,0.997456438482
1498556244468820154,-0.0303609375,-0.428401757812,0.106151660156,0.0326334167825,-0.012419960037,0.0609750578857,0.997528369029
1498556244489180502,-0.029914453125,-0.430857421875,0.105258691406,0.0311947344953,-0.0114378138956,0.0582460798704,0.997749196508
1498556244509466147,-0.0291331054688,-0.434429296875,0.104030859375,0.0307657028429,-0.0115841280384,0.0542235435344,0.997987518375
1498556244529101554,-0.02768203125,-0.437777929687,0.103472753906,0.0299809431827,-0.0118918580899,0.0517322023066,0.998140023244
1498556244549301931,-0.0255612304687,-0.441684667969,0.103137890625,0.0297798234104,-0.012781670981,0.0479235301542,0.998325160588
1498556244569314943,-0.0243333984375,-0.444586816406,0.103472753906,0.0291113329201,-0.0121831743599,0.0431084567194,0.998571860968
1498556244589063281,-0.0237752929687,-0.447935449219,0.103472753906,0.029222833725,-0.0119490159813,0.0377381343443,0.998788806616
1498556244609507472,-0.0225474609375,-0.451060839844,0.103472753906,0.0299275044008,-0.0118664011934,0.0331450621858,0.998931898507
1498556244629346736,-0.0213196289062,-0.453293261719,0.102468164062,0.0324092263915,-0.0128408932434,0.030140241369,0.998937595326
1498556244649210056,-0.020091796875,-0.4572,0.0982265625,0.0431766161067,-0.0171357226284,0.025484603617,0.99859535439
1498556244669176143,-0.0213196289062,-0.461218359375,0.0929803710937,0.0558862056888,-0.0213837354727,0.0159735347614,0.998080314433
1498556244689156433,-0.0255612304687,-0.466018066406,0.088850390625,0.0651314203587,-0.0256242846104,0.0018650174729,0.997545896603
1498556244709540630,-0.0286866210937,-0.470371289062,0.0871760742187,0.0676649234616,-0.0279681276341,-0.0100045025115,0.997265838129
1498556244729284446,-0.0296912109375,-0.474054785156,0.0859482421875,0.0688046764776,-0.0286483575987,-0.0168366775225,0.997076584015
1498556244749496577,-0.03125390625,-0.478742871094,0.0822647460937,0.0746478852432,-0.0301606929007,-0.0252010343622,0.996435112639
1498556244769246666,-0.0341560546875,-0.484212304687,0.0748977539063,0.0878790046543,-0.0309246388134,-0.0360982971342,0.994996412154
1498556244789237456,-0.0375046875,-0.49023984375,0.06875859375,0.0986467610849,-0.0314324726862,-0.0465199732123,0.993537472006
1498556244809556297,-0.0380627929687,-0.494816308594,0.0671958984375,0.10138892627,-0.0313103869642,-0.0514604927256,0.993021531985
1498556244829303207,-0.0367233398437,-0.497718457031,0.0686469726562,0.0989341634983,-0.0306487401212,-0.0519777968407,0.993262802413
1498556244849497614,-0.0332630859375,-0.500620605469,0.0713258789063,0.093896471783,-0.0294192388839,-0.0501136025942,0.993884594812
1498556244869749531,-0.0292447265625,-0.503187890625,0.0734466796875,0.0881550297254,-0.0273254009029,-0.0473752719781,0.994604241296
1498556244888860485,-0.0267890625,-0.507317871094,0.0740047851562,0.0853630706616,-0.0260119374887,-0.0471728517155,0.994892580803
1498556244909800526,-0.0269006835937,-0.511447851562,0.0714375,0.0878057823437,-0.0251652181882,-0.0514242604173,0.994491026516
1498556244928993494,-0.0282401367187,-0.514573242188,0.0670842773437,0.0925059364647,-0.0246099732537,-0.0571476582507,0.993766142557
1498556244949183322,-0.0306958007813,-0.516470800781,0.0625078125,0.0970060602121,-0.0236158632431,-0.0658122695665,0.992824687676
1498556244969309392,-0.0333747070312,-0.516694042969,0.0599405273438,0.0988691330729,-0.0224836974899,-0.0743526876273,0.992064038112
1498556244989236910,-0.0359419921875,-0.518479980469,0.057596484375,0.102398613807,-0.0224194610474,-0.0821848032872,0.991089072569
