N = 3000
dimX = 3
dimY = 3
dimA1= 1
X1	X2	X3	Y1	Y2	Y3	F1	F2	F3	A11	A12	A13	P11	P12	P13	P21	P22	P23	P31	P32	P33	
-0.19299	-0.47952	-0.002344	-0.0063506	0.14812	0.14937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.19255	-0.47651	0.0044648	-0.015598	0.1412	0.15139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.19277	-0.47461	0.0087064	-0.020776	0.14083	0.13522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.19377	-0.47272	0.009711	-0.018419	0.14552	0.1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.19534	-0.47048	0.010046	-0.011668	0.15453	0.069104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.19645	-0.46646	0.010716	-0.00032033	0.16525	0.050016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.19556	-0.46245	0.01306	0.018662	0.17363	0.057235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.19422	-0.45899	0.014511	0.04188	0.17481	0.084528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.19389	-0.4553	0.014288	0.062132	0.16716	0.11326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.19355	-0.4524	0.014064	0.078118	0.15487	0.13134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.19177	-0.44872	0.017636	0.093776	0.14284	0.1412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.18942	-0.44548	0.023999	0.1077	0.13524	0.14432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.18708	-0.44314	0.028575	0.11151	0.13339	0.1339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.18417	-0.44113	0.030696	0.10307	0.13606	0.10881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.18161	-0.43934	0.031366	0.089058	0.14472	0.082603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.17926	-0.43633	0.032147	0.076157	0.1558	0.069004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.17837	-0.43264	0.033263	0.068441	0.16385	0.069725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.17804	-0.42929	0.034714	0.069652	0.16476	0.075823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.17725	-0.42483	0.036835	0.08072	0.15853	0.08065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.17591	-0.42182	0.038063	0.099401	0.14929	0.083275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.17379	-0.41903	0.040295	0.11939	0.13857	0.083295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.17089	-0.41657	0.041746	0.13479	0.12686	0.081951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.16788	-0.41445	0.042974	0.1439	0.11583	0.08106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.16475	-0.41144	0.045207	0.14811	0.10489	0.081396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.16163	-0.4092	0.046434	0.15	0.095013	0.083055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.15884	-0.40719	0.048109	0.15131	0.086465	0.082974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.15605	-0.40574	0.049671	0.15371	0.07986	0.079808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.15303	-0.40496	0.051569	0.159	0.076472	0.075474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.14968	-0.40329	0.053467	0.16539	0.077334	0.068649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.14656	-0.40184	0.054806	0.16778	0.082994	0.058258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.14321	-0.39983	0.055922	0.16631	0.089074	0.049181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.1393	-0.39826	0.056815	0.16857	0.08985	0.051928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.13551	-0.3967	0.057708	0.17986	0.084499	0.071089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.13283	-0.39413	0.057708	0.19472	0.075854	0.095588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.13037	-0.39224	0.058266	0.20569	0.06735	0.11057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.12636	-0.3909	0.061168	0.21228	0.058335	0.112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.12033	-0.39034	0.066415	0.21696	0.048177	0.10476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.11463	-0.38989	0.070545	0.21894	0.039335	0.094784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.1105	-0.38878	0.071326	0.21631	0.032586	0.086017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.10727	-0.38777	0.070768	0.21204	0.026966	0.083837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.10403	-0.3871	0.070098	0.21309	0.019462	0.093668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.099678	-0.38677	0.072219	0.2232	0.0090439	0.11632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.094655	-0.38688	0.076237	0.23832	-0.00098346	0.14368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.089632	-0.38677	0.080367	0.25204	-0.0090832	0.16225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.085055	-0.38688	0.083158	0.26032	-0.015712	0.1629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.079697	-0.38755	0.085948	0.2638	-0.022033	0.14922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.074228	-0.38777	0.089743	0.26412	-0.030173	0.12764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.068535	-0.38833	0.093092	0.2597	-0.040819	0.1003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.062954	-0.38911	0.095436	0.25088	-0.054087	0.070053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.058043	-0.38967	0.09711	0.24247	-0.066697	0.048162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.05302	-0.39112	0.097222	0.23887	-0.074592	0.045065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.049002	-0.39291	0.096329	0.2408	-0.081249	0.057545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.044872	-0.39536	0.095659	0.24364	-0.09021	0.075096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.03996	-0.39737	0.097334	0.24431	-0.09951	0.093395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.034603	-0.39793	0.10135	0.24368	-0.1055	0.11148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.028463	-0.39983	0.10526	0.24058	-0.10859	0.12224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.023775	-0.40262	0.10716	0.23318	-0.11457	0.1161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.019869	-0.40574	0.10816	0.21989	-0.1226	0.094435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.015515	-0.40842	0.1105	0.20479	-0.12723	0.07075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.011385	-0.40976	0.1133	0.19439	-0.12736	0.056295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.0065856	-0.41255	0.11475	0.18862	-0.12937	0.046592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.0033486	-0.41512	0.11452	0.18334	-0.14274	0.030331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.00044648	-0.41824	0.11363	0.17386	-0.16672	0.006638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.0031254	-0.42092	0.11463	0.16116	-0.19285	-0.014139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.0066973	-0.42316	0.1162	0.15169	-0.21633	-0.024796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.010939	-0.4284	0.11586	0.14504	-0.23896	-0.034777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.013283	-0.43421	0.11341	0.13273	-0.26862	-0.064751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.014846	-0.44012	0.11106	0.10863	-0.30444	-0.11931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.017301	-0.44548	0.11073	0.074856	-0.33928	-0.18398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.020538	-0.44994	0.11117	0.042105	-0.36483	-0.23733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.022436	-0.45798	0.10637	0.018766	-0.37525	-0.26641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.021878	-0.46713	0.09711	0.001877	-0.37643	-0.27736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.019869	-0.47752	0.086506	-0.007351	-0.37322	-0.27691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.017301	-0.48589	0.078916	-0.0077381	-0.36757	-0.26359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.019087	-0.48968	0.078693	-0.0041085	-0.36102	-0.23612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.019645	-0.4956	0.077465	-0.0066488	-0.35402	-0.20438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.020873	-0.50218	0.073	-0.030069	-0.34998	-0.18923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.02132	-0.51145	0.06541	-0.082613	-0.34481	-0.20496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.019199	-0.52082	0.059829	-0.15497	-0.33154	-0.23484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.017636	-0.52685	0.058043	-0.22638	-0.31059	-0.25379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.013506	-0.53232	0.057373	-0.27184	-0.28363	-0.25636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.0065856	-0.53612	0.051122	-0.28387	-0.25946	-0.25948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.0030138	-0.54136	0.041188	-0.26999	-0.24174	-0.26597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.011609	-0.54795	0.03371	-0.23461	-0.2248	-0.25525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.015069	-0.5523	0.030584	-0.18491	-0.20292	-0.21284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.016632	-0.55699	0.027124	-0.13683	-0.17504	-0.15578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.017859	-0.56	0.023552	-0.11169	-0.14884	-0.10851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.019534	-0.56246	0.020538	-0.11816	-0.12892	-0.076614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.021989	-0.56458	0.019422	-0.14868	-0.11035	-0.055744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.023999	-0.56637	0.019534	-0.19282	-0.090811	-0.046902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.027236	-0.56916	0.019869	-0.24237	-0.071745	-0.047528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.031589	-0.57128	0.019757	-0.29692	-0.055296	-0.051865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.037728	-0.57228	0.018194	-0.35199	-0.03875	-0.057061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.0461	-0.57195	0.015069	-0.39677	-0.016846	-0.065154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.053355	-0.57172	0.013395	-0.41832	0.0078886	-0.074308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.063401	-0.5725	0.013171	-0.41084	0.029251	-0.079555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.073	-0.57306	0.013171	-0.38108	0.047184	-0.087752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.082265	-0.57183	0.011274	-0.33671	0.067904	-0.11306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.089632	-0.56927	0.0079251	-0.28349	0.094347	-0.15245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.093538	-0.56726	0.0058043	-0.23361	0.12049	-0.18285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.09778	-0.56547	0.0031254	-0.19486	0.13973	-0.18652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.10068	-0.56324	-0.0021208	-0.17197	0.15533	-0.1681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.10347	-0.55978	-0.0089297	-0.16252	0.17299	-0.14001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.10749	-0.55531	-0.01306	-0.15775	0.19279	-0.097846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.11017	-0.55185	-0.013618	-0.15332	0.20853	-0.034265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.11341	-0.54784	-0.01239	-0.14681	0.21528	0.039529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.11676	-0.54371	-0.012613	-0.1379	0.21673	0.10323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.11943	-0.53857	-0.012167	-0.12663	0.22142	0.14461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.12189	-0.53344	-0.00826	-0.11133	0.23208	0.16511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.12423	-0.52964	-0.0031254	-0.093579	0.24328	0.17134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.12658	-0.52596	0.0031254	-0.075301	0.24924	0.16939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.12792	-0.52127	0.0068089	-0.058139	0.25373	0.16413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.12892	-0.51457	0.0080367	-0.046049	0.26387	0.16084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.1297	-0.50832	0.0084832	-0.044728	0.28017	0.16373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.1297	-0.50375	0.011609	-0.052187	0.29608	0.17576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.13015	-0.49928	0.016855	-0.054909	0.30566	0.19039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.13104	-0.4937	0.021989	-0.046922	0.31312	0.19337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.13339	-0.48611	0.026454	-0.033898	0.3207	0.17267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.13662	-0.47763	0.029914	-0.019328	0.32355	0.13272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.13629	-0.47171	0.032705	-0.0026762	0.31441	0.090663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.13417	-0.46579	0.035496	0.01298	0.29611	0.065467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.13328	-0.46033	0.03583	0.016758	0.28115	0.062563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.13283	-0.45419	0.034937	0.0090209	0.27622	0.07577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.13305	-0.44894	0.033933	0.0078434	0.27512	0.10291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.13305	-0.44425	0.036388	0.023434	0.27143	0.14002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.13439	-0.43856	0.041188	0.049328	0.26394	0.17427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.13473	-0.43275	0.044872	0.078327	0.25516	0.19258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.13216	-0.42695	0.050006	0.10551	0.24408	0.18619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.12848	-0.42204	0.054359	0.12792	0.22898	0.16273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
